-5.5	-3	0.0506161	-0.001128
-5	-3	0.0624963	0.00250595
-4.5	-3	0.0763461	0.00927305
-4	-3	0.0914575	0.0208611
-3.5	-3	0.105939	0.0393098
-3	-3	0.116081	0.0662597
-2.5	-3	0.116463	0.100893
-2	-3	0.102837	0.136441
-1.5	-3	0.0787288	0.160005
-1	-3	0.0517864	0.172538
-0.5	-3	0.0256279	0.17809
0	-3	0.000564021	0.179542
0.5	-3	-0.0245036	0.177858
1	-3	-0.0506727	0.172083
1.5	-3	-0.0776318	0.159344
2	-3	-0.101766	0.135604
2.5	-3	-0.115441	0.0999246
3	-3	-0.115146	0.0651968
3.5	-3	-0.105133	0.0381791
4	-3	-0.0908166	0.0196832
4.5	-3	-0.0758989	0.00806687
5	-3	-0.0622622	0.00129124
5.5	-3	-0.0506066	-0.00233003
6	-3	-0.0410178	-0.00399859
6.5	-3	-0.0333172	-0.00450821
7	-3	-0.0272455	-0.00435909
7.5	-3	-0.0225468	-0.00385491
8	-3	-0.0190011	-0.0031729
8.5	-3	-0.0164341	-0.00241085
9	-3	-0.0147158	-0.00161764
9.5	-3	-0.0137575	-0.000812922
-9.5	-2.5	0.0111379	-0.00105008
-9	-2.5	0.0122705	-0.00215874
-8.5	-2.5	0.0141569	-0.00336241
-8	-2.5	0.0169076	-0.00468703
-7.5	-2.5	0.0206901	-0.00613775
-7	-2.5	0.0257432	-0.00768094
-6.5	-2.5	0.0323938	-0.00921238
-6	-2.5	0.0410747	-0.0105013
-5.5	-2.5	0.0523299	-0.0110934
-5	-2.5	0.066776	-0.0101453
-4.5	-2.5	0.0849435	-0.00615875
-4	-2.5	0.106827	0.00340305
-3.5	-2.5	0.13083	0.0224978
-3	-2.5	0.15176	0.0562592
-2.5	-2.5	0.158555	0.107963
-2	-2.5	0.137628	0.16812
-1.5	-2.5	0.0981877	0.196014
-1	-2.5	0.0604292	0.205329
-0.5	-2.5	0.0285734	0.207378
0	-2.5	0.000439158	0.207483
0.5	-2.5	-0.027695	0.207114
1	-2.5	-0.0595484	0.204808
1.5	-2.5	-0.0972975	0.195253
2	-2.5	-0.136721	0.167155
2.5	-2.5	-0.157653	0.106863
3	-2.5	-0.150911	0.0550645
3.5	-2.5	-0.130086	0.021228
4	-2.5	-0.10623	0.00207306
4.5	-2.5	-0.0845206	-0.00753174
5	-2.5	-0.0665443	-0.01154
5.5	-2.5	-0.0522987	-0.0124845
6	-2.5	-0.0412477	-0.0118608
6.5	-2.5	-0.032771	-0.0105105
7	-2.5	-0.0263225	-0.00888689
7.5	-2.5	-0.0214684	-0.00722051
8	-2.5	-0.0178815	-0.00561552
8.5	-2.5	-0.0153235	-0.0041056
9	-2.5	-0.0136278	-0.00268558
9.5	-2.5	-0.0126845	-0.00132932
-9.5	-2	0.00980807	-0.00151899
-9	-2	0.010831	-0.00314115
-8.5	-2	0.0125523	-0.0049495
-8	-2	0.0150932	-0.00702619
-7.5	-2	0.0186439	-0.0094485
-7	-2	0.0234888	-0.0122786
-6.5	-2	0.0300446	-0.0155411
-6	-2	0.038916	-0.0191755
-5.5	-2	0.0509721	-0.0229387
-5	-2	0.067431	-0.026206
-4.5	-2	0.0898945	-0.027567
-4	-2	0.120114	-0.024021
-3.5	-2	0.158795	-0.00944966
-3	-2	0.201546	0.0278039
-2.5	-2	0.228324	0.106014
-2	-2	0.190888	0.231443
-1.5	-2	0.115938	0.249966
-1	-2	0.0631502	0.244746
-0.5	-2	0.0277818	0.237971
0	-2	0.00030019	0.235265
0.5	-2	-0.0271786	0.237684
1	-2	-0.0625341	0.244174
1.5	-2	-0.115285	0.24912
2	-2	-0.190155	0.230357
2.5	-2	-0.227532	0.104832
3	-2	-0.200782	0.0265438
3.5	-2	-0.158124	-0.0107918
4	-2	-0.119576	-0.0254416
4.5	-2	-0.089512	-0.0290513
5	-2	-0.0672149	-0.02773
5.5	-2	-0.0509275	-0.0244724
6	-2	-0.0390438	-0.0206849
6.5	-2	-0.0303432	-0.0169902
7	-2	-0.0239556	-0.0136306
7.5	-2	-0.0192754	-0.0106664
8	-2	-0.0158862	-0.00807318
8.5	-2	-0.0135041	-0.00578909
9	-2	-0.0119396	-0.00373709
9.5	-2	-0.0110719	-0.0018351
-9.5	-1.5	0.00799678	-0.00194756
-9	-1.5	0.00884002	-0.00404215
-8.5	-1.5	0.0102719	-0.00641438
-8	-1.5	0.0124086	-0.00920649
-7.5	-1.5	0.0154377	-0.0125778
-7	-1.5	0.0196506	-0.0167086
-6.5	-1.5	0.0254969	-0.0217992
-6	-1.5	0.0336771	-0.0280565
-5.5	-1.5	0.0452994	-0.0356476
-5	-1.5	0.0621477	-0.0445697
-4.5	-1.5	0.0871285	-0.0543066
-4	-1.5	0.124944	-0.0629215
-3.5	-1.5	0.182654	-0.0645621
-3	-1.5	0.267224	-0.0421358
-2.5	-1.5	0.362195	0.0562444
-2	-1.5	0.281579	0.400965
-1.5	-1.5	0.11149	0.326962
-1	-1.5	0.0484346	0.285028
-0.5	-1.5	0.0190928	0.263812
0	-1.5	0.000151918	0.257246
0.5	-1.5	-0.0187859	0.263512
1	-1.5	-0.0481128	0.284425
1.5	-1.5	-0.111115	0.326046
2	-1.5	-0.281009	0.399709
2.5	-1.5	-0.361466	0.055076
3	-1.5	-0.266535	-0.0433622
3.5	-1.5	-0.182072	-0.0658964
4	-1.5	-0.124489	-0.064368
4.5	-1.5	-0.0868091	-0.0558469
5	-1.5	-0.0619654	-0.0461731
5.5	-1.5	-0.0452535	-0.0372772
6	-1.5	-0.0337655	-0.0296716
6.5	-1.5	-0.0257168	-0.0233578
7	-1.5	-0.0199987	-0.0181683
7.5	-1.5	-0.015911	-0.0138964
8	-1.5	-0.0130042	-0.0103425
8.5	-1.5	-0.0109874	-0.00732672
9	-1.5	-0.00967377	-0.0046904
9.5	-1.5	-0.00894742	-0.00229162
-9.5	-1	0.00576591	-0.00229702
-9	-1	0.00636413	-0.00477837
-8.5	-1	0.00738794	-0.00761634
-8	-1	0.00892974	-0.0110077
-7.5	-1	0.0111418	-0.0151895
-7	-1	0.0142675	-0.0204604
-6.5	-1	0.0186966	-0.0272097
-6	-1	0.0250675	-0.0359574
-5.5	-1	0.034459	-0.0474098
-5	-1	0.048772	-0.0625284
-4.5	-1	0.0715426	-0.0825994
-4	-1	0.109859	-0.109244
-3.5	-1	0.179581	-0.144206
-3	-1	0.322353	-0.188522
-2.5	-1	0.671425	-0.240445
-2	-1	0.461605	-0.292033
-1.5	-1	-0	-0.329165
-1	-1	-0	-0.351938
-0.5	-1	-0	-0.363879
0	-1	-0	-0.367612
0.5	-1	-0	-0.36403
1	-1	-0	-0.352244
1.5	-1	-0	-0.329632
2	-1	-0.461125	-0.292675
2.5	-1	-0.670604	-0.241289
3	-1	-0.321754	-0.189575
3.5	-1	-0.17913	-0.145455
4	-1	-0.109527	-0.110663
4.5	-1	-0.0713171	-0.08415
5	-1	-0.0486452	-0.064168
5.5	-1	-0.034426	-0.0490925
6	-1	-0.0251244	-0.037636
6.5	-1	-0.0188399	-0.0288367
7	-1	-0.0144942	-0.0219889
7.5	-1	-0.0114496	-0.0165733
8	-1	-0.0093165	-0.0122017
8.5	-1	-0.00785207	-0.00857639
9	-1	-0.00690446	-0.00546104
9.5	-1	-0.00638154	-0.00265951
-9.5	-0.5	0.00321841	-0.00253315
-9	-0.5	0.0035207	-0.00527562
-8.5	-0.5	0.0040426	-0.00842828
